---- ma-max: proto/simple.proto ----
5 2 0 2 3 3 3 1 1 3 3 2 2 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 1 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 2 2 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 0 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 2 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 1 2 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
6 2 0 2 3 3 3 1 1 1 3 1 2 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 3 4 15 11 12 1
5 2 0 2 3 3 2 1 1 1 3 1 2 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 16 14 5 2 0 7 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 1 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 1 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 1 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
5 2 0 2 3 3 2 1 1 1 3 2 2 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 16 14 5 2 0 7 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 2 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 1 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 2 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 0 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 2 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
5 2 0 3 0 3 3 1 1 3 3 2 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 4 0 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 2 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 0 15 11 3 1
6 2 0 2 0 3 3 1 1 3 3 2 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 2
5 2 0 2 0 3 3 1 1 3 3 2 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 3 0 3 3 1 1 3 3 0 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 0 15 11 3 1
6 2 0 2 0 3 3 1 1 3 3 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 2
6 2 0 2 0 3 3 1 1 3 3 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 2 15 11 3 1
6 2 0 2 0 3 3 1 1 3 3 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 2 0 15 11 3 1
5 2 0 2 0 3 3 1 1 1 3 0 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
5 2 0 2 0 3 3 1 1 3 3 0 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 0 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 1 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 3 3 3 3 1 1 3 3 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 16 14 4 2 0 0 15 11 3 1
6 2 0 3 0 3 3 1 1 3 3 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 2
6 2 0 3 0 3 3 1 1 3 3 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 2 15 11 3 1
6 2 0 3 0 3 3 1 1 3 3 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 2 0 15 11 3 1
5 2 0 3 0 3 3 1 1 1 3 0 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 3 3 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 3 0 3 3 1 1 3 3 0 2 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 3 0 3 3 1 1 3 3 1 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 2 3 3 3 1 1 1 3 0 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 0 15 11 12 1
6 2 0 2 0 3 3 1 1 1 3 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 2
6 2 0 2 0 3 3 1 1 1 3 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 2 15 11 12 1
6 2 0 2 0 3 3 1 1 1 3 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 2 0 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 0 1 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 0 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 1 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 1 3 0 0 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 0 15 11 12 1
6 2 0 3 0 3 3 1 1 1 3 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 2
6 2 0 3 0 3 3 1 1 1 3 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 2 15 11 12 1
6 2 0 3 0 3 3 1 1 1 3 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 2 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 0 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 0 2 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 1 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 2 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 3 3 0 2 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 16 14 4 2 0 0 15 11 3 1
6 2 0 3 0 3 3 1 1 3 3 0 2 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 2 15 11 3 1
6 2 0 3 0 3 3 1 1 3 3 0 2 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 2 0 15 11 3 1
5 2 0 3 0 3 3 1 1 3 3 0 2 0 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 1 6 0 0 15 11 3 1
5 2 0 3 0 3 3 1 1 3 3 1 2 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 3 0 3 3 1 1 3 3 2 2 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
5 2 0 3 3 3 3 1 1 1 3 0 2 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 0 15 11 12 1
6 2 0 3 0 3 3 1 1 1 3 0 2 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 2 15 11 12 1
6 2 0 3 0 3 3 1 1 1 3 0 2 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 2 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 0 2 0 0 0 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 1 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 1 2 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
6 2 0 3 0 3 3 1 1 1 3 1 2 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 3 15 11 12 1
6 2 0 3 0 3 3 1 1 1 3 1 2 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 3 0 15 11 12 1
5 2 0 3 3 3 3 1 1 1 3 1 2 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 0 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 1 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 1 2 0 0 0 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 1 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 0 3 3 1 1 1 3 2 2 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 3 3 1 2 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 16 14 4 2 0 0 15 11 3 1
6 2 0 3 3 3 3 1 1 1 3 1 2 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 3 15 11 12 1
6 2 0 3 3 3 3 1 1 1 3 1 2 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 3 0 15 11 12 1
5 2 0 2 3 3 3 1 1 1 3 1 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 1 3 1 2 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 1 2 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 1 3 1 0 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 1 3 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 1 3 2 2 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 4 2 0 0 15 11 12 1
5 2 0 3 3 3 3 1 1 3 3 2 2 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 16 14 4 2 0 0 15 11 3 1
5 2 0 3 3 3 3 1 1 1 3 2 2 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 16 14 1 2 0 0 15 11 12 1
6 2 0 2 0 0 2 1 1 1 2 0 1 0 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 16 14 5 6 8 7 15 11 12 10
6 2 0 2 0 0 2 1 1 1 3 0 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 16 14 5 6 8 7 15 11 12 4
6 2 0 2 0 0 2 1 1 3 2 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
6 2 0 2 0 0 2 1 1 3 3 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
6 2 0 2 0 3 2 1 1 3 2 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 3 10
6 2 0 2 0 0 2 1 1 3 2 0 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 1 10
6 2 0 2 0 0 2 1 1 3 2 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
6 2 0 2 0 0 2 1 1 3 2 0 2 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
6 2 0 2 0 0 2 1 1 3 2 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
6 2 0 2 0 0 2 1 1 3 2 2 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
6 2 0 2 0 3 2 1 1 3 3 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 2 7 15 11 3 4
6 2 0 2 0 0 2 1 1 3 3 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 1 4
6 2 0 2 0 0 2 1 1 3 3 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
6 2 0 2 0 0 2 1 1 3 3 0 2 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
6 2 0 2 0 0 2 1 1 3 3 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
6 2 0 2 0 0 2 1 1 3 3 2 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
6 2 0 2 0 3 2 1 1 1 2 0 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 2 7 15 11 12 10
6 2 0 2 0 3 2 1 1 3 2 0 1 1 0 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 1 10
5 2 0 2 0 3 2 1 1 3 2 0 1 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
6 2 0 2 0 3 2 1 1 3 2 0 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 3 10
6 2 0 2 0 3 2 1 1 3 2 0 2 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 3 10
6 2 0 2 0 3 2 1 1 3 3 0 2 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 2 7 15 11 3 4
6 2 0 2 0 3 2 1 1 1 2 0 2 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 2 7 15 11 12 10
5 2 0 2 0 3 2 1 1 3 2 0 2 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 3 3 0 2 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
5 2 0 2 3 3 2 1 1 3 2 0 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 1 2 0 2 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
5 2 0 2 0 3 2 1 1 3 2 0 0 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 3 2 1 2 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 3 3 1 2 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
5 2 0 2 3 3 2 1 1 3 2 1 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 1 2 1 2 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
5 2 0 2 0 3 2 1 1 3 2 1 2 0 0 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 0 10
5 2 0 2 0 3 2 1 1 3 2 1 0 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 3 2 1 1 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
5 2 0 2 0 3 2 1 1 3 2 2 2 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
5 2 0 2 3 3 2 1 1 3 3 1 2 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 4
5 2 0 2 3 3 2 1 1 1 2 1 2 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 16 14 5 2 0 7 15 11 12 10
5 2 0 2 3 3 2 1 1 3 2 1 2 1 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 0 10
5 2 0 2 3 3 2 1 1 3 2 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 3 3 2 1 1 3 2 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 3 3 2 1 1 3 2 2 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 3 3 2 1 1 3 3 0 2 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 4
5 2 0 2 0 3 2 1 1 1 3 0 2 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
5 2 0 2 0 3 2 1 1 3 3 0 2 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
5 2 0 2 0 3 2 1 1 3 3 0 0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
5 2 0 2 0 3 2 1 1 3 3 0 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
5 2 0 2 0 3 2 1 1 3 3 2 2 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
5 2 0 2 3 3 2 1 1 1 2 0 2 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 16 14 5 2 0 7 15 11 12 10
5 2 0 2 0 3 2 1 1 1 2 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
5 2 0 2 0 3 2 1 1 1 2 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
5 2 0 2 0 3 2 1 1 1 2 2 2 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
5 2 0 2 3 3 2 1 1 3 3 2 2 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 4
6 2 0 2 3 3 2 1 1 3 2 2 2 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 4 7 15 11 3 10
5 2 0 2 3 3 2 1 1 1 2 2 2 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 16 14 5 2 0 7 15 11 12 10
5 2 0 2 3 3 2 1 1 3 2 2 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 3 3 2 1 1 3 2 2 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
5 2 0 2 3 3 2 1 1 1 3 0 2 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 16 14 5 2 0 7 15 11 12 4
6 2 0 2 0 3 2 1 1 1 3 0 2 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 2 7 15 11 12 4
5 2 0 2 0 3 2 1 1 1 3 0 2 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
5 2 0 2 0 3 2 1 1 1 3 0 0 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
5 2 0 2 0 3 2 1 1 1 3 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
5 2 0 2 0 3 2 1 1 1 3 1 2 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
5 2 0 2 0 3 2 1 1 1 3 2 2 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
5 2 0 2 0 3 3 1 1 3 3 0 2 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 0 2 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
6 2 0 2 0 3 3 1 1 3 3 0 2 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 2 4 15 11 3 1
5 2 0 2 0 3 3 1 1 1 3 0 2 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
5 2 0 2 0 3 3 1 1 3 3 0 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 1 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 0 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 0 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 1 2 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 2 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 3 3 3 1 1 1 3 0 2 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
6 2 0 2 0 3 3 1 1 1 3 0 2 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 2 4 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 0 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 1 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 0 1 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 1 2 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
5 2 0 2 0 3 3 1 1 1 3 2 2 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
5 2 0 2 3 3 3 1 1 3 3 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
6 2 0 2 0 3 3 1 1 3 3 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 2
6 2 0 2 0 3 3 1 1 3 3 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 2 4 15 11 3 1
5 2 0 2 0 3 2 1 1 3 3 0 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 2 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
6 2 0 2 0 3 3 1 1 3 3 2 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 2
5 2 0 2 0 3 3 1 1 1 3 2 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
5 2 0 2 0 3 2 1 1 3 3 2 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
5 2 0 2 3 3 3 1 1 3 3 2 2 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
5 2 0 2 0 3 2 1 1 3 3 2 2 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 1 15 11 3 1
5 2 0 2 0 3 3 1 1 3 3 2 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
5 2 0 2 3 3 3 1 1 1 3 0 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
6 2 0 2 0 3 3 1 1 1 3 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 2
6 2 0 2 0 3 3 1 1 1 3 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 2 4 15 11 12 1
5 2 0 2 0 3 2 1 1 1 3 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
